entity_name,sector,sector_main,entity_type,legal_form,company_status,capital_dhs,activity,phone,address,city,region,latitude,longitude,source_dataset
TECHNOPOLITAN (INDUSTRY ET SERVICES),"Import export (renovation, fabrication de pieces detachees pour voitures)",Information Technology,500 000  DHS,500 000  DHS,En activité,3.0,,,4 rue mouftakir abdelkader - Casablanca,Casablanca,10,33.593122,-7.615238,
KLOECKNER SAM,"Promotion commerciale de tous produits, la representation de ste commerciale et industrielle, import-export de tous produits industriels...",Information Technology,79 869 911 040  DHS,79 869 911 040  DHS,Radiation,0.0,,,Place zallaga tour atlas - Casablanca,Casablanca,9,33.58694440000001,-7.611111100000016,
ALFIA NET,Entrepreneur de services d'informations commerciales,Professional Services,500 000  DHS,500 000  DHS,En activité,0.0,,,Lotissement siham residence nisrine rue 6 californie - Casablanca,Casablanca,9,33.52482,-7.65048,
CASTORABOM,"Travaux d'électricité en général. * achat, vente, installation électriques. * travaux public, bâtiments, génie civil. * import - export, négoce",Construction,100 000  DHS,100 000  DHS,En activité,1.0,,,11 rue azize bellal ex massena etage n° 5 - Casablanca,Casablanca,Casablanca-Settat,33.586211,-7.631882,
WORD BUILDING BATIMENT,"Construction des bqtiments - import export et plus généralement toutes opérations commerciales, financières, industrielles, mobilières ou immobilières pouvant se rattacher directement ou indirectement à l'un des objets visés ci - dessus ou à tous objets similaires ou connexes",Construction,100 000  DH,100 000  DH,En activité,3.0,,,Ensemble residentiel al moustakbal imm 385 n° 14; 4eme etage sidi maarouf - Casablanca,Casablanca,Casablanca-Settat,33.52482,-7.65048,
FONDELEC,"- achat, vente, réalisation et installation de tout ce qui concerne l'électricité générale & industrielle sans exception. - achat, vente et location de tous matériels électriques & sans exception - tous travaux relatifs au génie civil - création des publicités en néon",Construction,10 000  DHS,10 000  DHS,En activité,2.0,,,Hay el qods rue naboulse n° 193 sidi bernoussi - Sidi Bernoussi (AR),Casablanca,Casablanca-Settat,33.613692,-7.49383,
MORADEV,Travaux divers et constructions,Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,"7, rue sebta, res.rami, bureau 8 - Casablanca",Casablanca,10,33.58246,-7.61808,
HYGIENE ET PROPRETE,- gardiennage nettoyage et surveillance,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,Residence al hamd bd med jamal eddorra br 3 imm a n°4 ain sebaa - Aîn-Sebaâ (AR),Casablanca,10,33.59943,-7.52521,
FRANCO MAROCAINE DE PROPULSION,Verificateur ou entrepreneur de l'entretien de materiel moteurs et engins de peche,Other,100 000  DHS,100 000  DHS,En activité,3.0,,,Rue mustapha el manfalouti quartier gauthier n° 58 casa - Casablanca,Casablanca,10,33.587807,-7.629748,
YECENIA DE FER ET ALUMINIUM ELHOUCINI ET KADDAS YEFA,"Entrepreneur de menuiserie (aluminium), fabricant de grosse chaudronnerie en fer ou en cuivre",Other,10 000  DHS,10 000  DHS,En activité,2.0,,,Hay my abdellah rue 82 n27-29 - Casablanca,Casablanca,10,33.5357220535,-7.59348398049,
PRIMERO-GUARD,"- tous travaux de gardiennage, sécurité physique des installations et des personnes ; protection physique des personnes ; études de sécurité ; - installation des cameras de télésurveillance et entretien ; - transport de fonds ; - le nettoyage et l'entretien sous toutes formes, désinfecfion dératisation, hygiène, des locaux des espaces de toutes natures, industriels commerciaux, agricoles et habitations ; - la fourniture de main d'oeuvre et de tous produits de traitement nécessaire a la réalisation des travaux énumérés ci - dessus ; - import - export.",Transport,100 000  DHS,100 000  DHS,En activité,3.0,,,1 rue elwahda 1er etg appt 5 bd 11 janvier - Casablanca,Casablanca,Casablanca-Settat,33.589362,-7.614386,
OPTIMALE CAR,Location de voitures sans chauffeur,Information Technology,100 000  DHS,100 000  DHS,En activité,3.0,,,"18 rue el mokhtar guernaoui, magasin 34, centre commercial marichal - Casablanca",Casablanca,Casablanca-Settat,33.594335,-7.619895,
PRINT CAR,Affiches publicitaire,Information Technology,100 000  DHS,100 000  DHS,En activité,3.0,,,3 rue amyot rdc quartier des hopitaux - Casablanca,Casablanca,10,33.573998,-7.616679,
PHARMACIE DU ZOO,Vente de produits pharmaceutiques et paramédicaux,Commerce,70 000  DHS,70 000  DHS,En activité,0.0,,,Km 7 ancienne route de rabat ain sebaa - Aîn-Sebaâ (AR),Settat,10,33.605175,-7.55149,
COMPLEXE NORD AR,Commerce de details de carburants en magasin specialise,Commerce,0  DHS,0  DHS,En activité,0.0,,,Boulevard massira rue 6 octobre n 6 etg 3 appt 3 20100 - Anfa (AR),Casablanca,10,33.58694440000001,-7.611111100000016,
GHARIM EL MAJDOULY - CONSTRUCTION,Travaux de construction de batiment tous corps d'etat,Construction,100 000  DHS,100 000  DHS,En activité,1.0,,,"Res dar essalam, 11 bd mohamed ben abdellah 4eme etage d3 20000 - Casablanca",Casablanca,10,33.605027,-7.61988,
PLASTIQUE AL HILAL,"L'industrie de plastique, la commercialisation, l'import-export de tous produits en matiere plastique",Information Technology,100 000  DHS,100 000  DHS,En activité,0.0,,,Km 12 dr lissasfa rte mediouna casa - Casablanca,Casablanca,10,33.564944,-7.595563,
PLANET CONSO,"Achat, importation et vente de consommable et matériels informatiques - achat, importation et vente de matériels et fournitures de bureaux - achat, importation et vente et installation de matériels de télécommunication - achat, importation et vente et location de matériels audio - visuels",Commerce,10 000  DH,10 000  DH,En activité,1.0,,,144 rue med smiha residence jawharate med smiha 6 eme etage n° 35 - Casablanca,Casablanca,Casablanca-Settat,33.590177,-7.608408,
LA REGENTE BATIMENT (REGEBAT),- travaux de bâtiments,Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,"Av driss el harti (ex a) , group 3, lot 33, 1er etage hay my rachid - Moulay Rachid (AR)",Casablanca,10,33.566197,-7.541436,
SMARA INDUSTRIE ET BATIMENT,Entrepreneur de travaux divers ou constructions,Construction,20 386 000  DHS,20 386 000  DHS,En activité,3.0,,,63 bd bir anzaran - Casablanca,Casablanca,Casablanca-Settat,33.58021,-7.63717,
BRASSERIE COMMERCY,L'exploitation de fonds de commerce de debits de boissons salon de the ou de restauration la prise de participation sous quelque forme ...,Commerce,500 000  DHS,500 000  DHS,En activité,0.0,,,14 rue d'agadir - Casablanca,Casablanca,10,33.586515,-7.62053,
ITAL FOUR,Marchand d'articles de menage (four & accessoires pour la boulangerie),Other,100 000  DHS,100 000  DHS,En activité,0.0,,,"Sidi bernoussi rue 49 mansour iii, n 11 bis - Casablanca",Casablanca,10,33.6073545818,-7.50127903409,
ABARDAQ MOGADOR,Import export négoce vente et achat tout les articles bureau et portable,Commerce,0  DHS,0  DHS,En activité,0.0,,,14 kissariate lissasfa route el ladida - Casablanca,Casablanca,8,33.52874,-7.67861,
GRAVSER,"- graveurs sur métaux - fabrication de signalisation routière horizontale et verticale, panneaux de chantier, panneaux publicitaire, enseignes lumineuses tous travaux de sérigraphie plaques autos et travaux d'impression - fabrication des cachets",Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,"442, bd oued daoura, lot smara hay oulfa - Casablanca",Casablanca,10,33.54724,-7.68162,
SUPER PRESSE,- la sérigraphie et impression numérique,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,Hay el oulfa (ex dar bouazza) lot assafa lot n14 - Casablanca,Casablanca,9,33.515224,-7.817848,
BOURSE GESTION,1.conseil de gestion 2.conseil fiscal 3.conseil social,Professional Services,100 000  DHS,100 000  DHS,En activité,0.0,,,"1521, secteur hay al maghrib al arabi, 1er etage, appt n°1 - Temara (M)",Casablanca,10,33.85,-7.029999999999973,
MOHAN (MOHAN),Achat vente de tous articles textiles de bonneterie de vetements (hommes dames enfants) la confection de tous articles de nouveaute...,Commerce,100 000  DHS,100 000  DHS,En activité,0.0,,,40 rue prince moulay abdellah - Casablanca,Casablanca,9,33.59328,-7.61651,
SOCIETE D'ATLAS,Transport de marchandises,Transport,10 000  DHS,10 000  DHS,En activité,3.0,,,Bloc 74 n° 19 sidi bernoussi - Sidi Bernoussi (AR),El Jadida,Casablanca-Settat,33.610869,-7.504093,
SAKR SECURITE,"Tenant bureau d'etudes (securite,recherche,investigation)",Information Technology,500 000  DHS,500 000  DHS,En activité,3.0,,,Rue oussama ibnou ziad residence familia ; 3 eme etage ap 51 maarif - Casablanca,Casablanca,Casablanca-Settat,33.581505,-7.634327,
FALA TRAV,Travaux divers ou de construction ; -marchand de matériaux de construction ; -négoce,Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,Hay al qods rue 6 n° 45 rdc - Sidi Bernoussi (AR),Casablanca,10,33.58694440000001,-7.611111100000016,
BARTER IMPEX,"- l'importation, l'exportation et la commercialisation de tous produits et articles ; - la vente, l'achat sous toutes ses formes, leur consignation ou prise en dépôt ; - le négoce en général, l'achat, la vente, l'importation, la représentation sous toutes ses formes de tout article où produit étranger de toute provenance et de tout produit marocain à l'étranger - et plus généralement, toutes opérations commerciales ; mobilières, industrielles et financières pouvant se rattacher directement ou indirectement à l'objet précité ou à des objets similaires ou connexes susceptibles de favoriser le développement et l'expansion de la société.",Commerce,30 000  DH,30 000  DH,En activité,3.0,,,159 bd la resistance - Casablanca,Casablanca,Casablanca-Settat,33.58491,-7.60736,
2S IMPORT EXPORT (STE),Import export de produits de mer,Information Technology,200 000  DHS,200 000  DHS,En activité,0.0,,,40 bd de la resistance 3e etage - Casablanca,Casablanca,9,33.58911,-7.603885,
ECOLE SUPERIEURE INTERNATIONALE DE MANAGEMENT DE LA QUALITE (ESIMAQ),"Enseignement, formation, conseil et realisation",Professional Services,100 000  DHS,100 000  DHS,En activité,0.0,,,Rue ibnou hamdis n° 56 - Casablanca,Casablanca,9,33.594054,-7.649001,
PAYMA MOBILES MAROC,Import export distribution des telephones mobiles,Commerce,10 000 000  DHS,10 000 000  DHS,En activité,3.0,,,1015 rue tertiaire indusparc sidi moumen - Sidi Moumen (AR),Casablanca,Casablanca-Settat,33.588406,-7.498113,
CALIFORNIA CENTRAL PARK,La gestion immobiliere travaux btp / adjudicataire,Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,13 rue ahmed el majjati res les alpes 1er etg n°8 chez rida conseil - Casablanca,Casablanca,9,33.58694440000001,-7.611111100000016,
SOUL BUSINESS,"- le négoce en général, l'achat, la vente, l'importation, l'exportation de tous les produits et les articles internationaux. - représentation, la commission, le courtage de toutes articles importer ou exporter.",Commerce,100 000  DHS,100 000  DHS,En activité,0.0,,,39 av lalla yacout 5ème etage apt. d - Casablanca,Casablanca,10,33.5913,-7.61409,
SEMI CARRIERE,- achat et vente des équipements industriels de carrières,Commerce,10 000  DHS,10 000  DHS,En activité,3.0,,,"Rue 11, magasin n° 62, groupe e, lot annour, sidi othman - Sidi Othmane (AR)",Casablanca,Casablanca-Settat,33.566132,-7.562663,
MY STUDIO,"Le graphisme, le design et toutes opérations ou prestations de création et de créativité liées à la décoration, à la publicité, à la communication et à l'événementiel ; - la représentation et la commercialisation des services, prestations et produits se rattachant directement ou indirectement à l'objet de la société ; - et plus généralement, toutes opérations commerciales, mobilières, immobilières ou financières se rattachant, directement ou indirectement à l'un des objets ci - dessus ou pouvant favoriser le développement de la société, ainsi que toutes participations directes ou indirectes sous quelque forme que ce soit dans des entreprises poursuivant des buts similaires ou connexes",Information Technology,10 000  DH,10 000  DH,En activité,3.0,,,Hay al haddaouia rue 1 n°6 - Casablanca,Casablanca,Casablanca-Settat,33.52482,-7.65048,
BOULANGERIE PATISSERIE CREMERIE DAR AL KARAM,Boulangerie - patissier,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,Lotissement charaf lot 39 sidi maarouf - Casablanca,Settat,10,33.52482,-7.65048,
GOUMIRY TECHNIQUE,Nettoyage industriel,Manufacturing,100 000  DHS,100 000  DHS,En activité,3.0,,,Douar layayssa nouaceur - Casablanca,Casablanca,Casablanca-Settat,33.371898,-7.543865,
NADO PUB,"La société a pour objet directement ou indirectement, au maroc et à l'étranger les opérations suivantes qui sont énonciatives et non limitatives:- agence de communication, formation, conseils, négoce, import et export",Information Technology,100 000  DHS,100 000  DHS,En activité,3.0,,,Rue ahmed touki résidence ourok 3ème etage bureau 13 - Casablanca,Casablanca,Casablanca-Settat,33.593605,-7.617865,
ESPACE DIAGNOSTIC (EDIAG),"Md effectuant import-export ( produits et accessoires de laboratoire, materiel medico ....)",Information Technology,500 000  DHS,500 000  DHS,En activité,0.0,,,129 marche tazi - Casablanca,Casablanca,10,33.533333,-7.583333,
AGREXPORT CONSULTING,"- bureau d'études opérant dans le domaine agricole et agroalimentaire, études et conseil, accompagnement au développement et la mise en marché des produits industriels et de services ; - accompagnement des entreprises, organismes, associations, à vocation industrielles et de services pour l'élaboration et la mise en œuvre de stratégies opérationnelles dans leur secteur d'activité ; - réalisation d'audit stratégique industrielle et commercial pour les entreprises, organismes, associations dans leur secteur d'activité ; - accompagnement è la mise en place et à la certification du système de management de la qualité.",Information Technology,500 000  DHS,500 000  DHS,En activité,0.0,,,77 rue farhat hachad res. city 46. - Casablanca,Casablanca,10,33.591247,-7.614818,
JUBA SERVICES,"Veille, études, expertise, conseil et représentation",Professional Services,10 000  DHS,10 000  DHS,Dissolution,0.0,,,27 angle rues bussang et ben jilali taj eddine maarif - El Maarif (AR),Casablanca,10,33.580237,-7.638823,
ZNY AGRI,Culture et elevage.,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,147 bd la resistance res afa etg 2 n°22 - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
HOTEL D'ENTREPRISES,"Gestion des affaires commerciales, conseil juridique, administration et organisation",Professional Services,100 000  DHS,100 000  DHS,En activité,3.0,,,"54, boulevard moulay youssef bâtiment - d - Casablanca",Settat,10,33.59244,-7.62779,
TRANS AKIM,"Organisation de toutes opérations de logistique tant au maroc qu'à l'étranger, - le négoce en général, la consignation, le courtage, la commission, la représentation, la distribution de tous produits et articles de commerce ; - le transport de toutes sortes de marchandises ; - import - export - toutes opérations pouvant directement ou indirectement se rapporter au transit maritime, terrestre et aérien ; - consignation de tous produits destinés à l'exportation ; et plus généralement, toutes opérations commerciales, industrielles, financières, mobilières ou immobilières, se rattachant directement ou indirectement aux activités sus - énoncées ou susceptibles de favoriser le développement de la société.",Transport,10 000  DHS,10 000  DHS,En activité,2.0,,,"398, bd mohamed v, 6éme étage, n° 13 - Casablanca",Casablanca,Casablanca-Settat,33.590214,-7.591511,
JOLOF ART PROMOTION,Promotion d'art de culture import export.,Other,10 000  DHS,10 000  DHS,En activité,2.0,,,"39, av lalla yacout 5eme etage appt d - Casablanca",Casablanca,Casablanca-Settat,33.5913,-7.61409,
ZINETH UNIVERS,Toute activite commerciale,Information Technology,100 000  DHS,100 000  DHS,En activité,0.0,,,9 rue de l'olympe residence el fadila 1er etage app n 4 - Casablanca,Casablanca,10,33.57127,-7.61652,
GL-INFO,Solutions systèmes d'information,Other,20 000  DHS,20 000  DHS,En activité,0.0,,,Hay al qods gp znata n° 147 - Casablanca,Casablanca,10,33.6154283126,-7.49227246256,
TRANS TRUST,Transport de marchandises,Transport,10 000  DHS,10 000  DHS,En activité,3.0,,,8 bis allee des milias lot el feth ain sebaa 20250 ain sebaa hay mohammadi - Casablanca,Casablanca,Casablanca-Settat,33.613409,-7.531029,
JOB SIDER H.R CONSULTANCIES,"Traitement de donnees, hebergement et activites connexes",Information Technology,100 000  DHS,100 000  DHS,En activité,0.0,,,Rue atlas imm 45 etg 4 n 16 maarif - Casablanca,Casablanca,9,33.58694440000001,-7.611111100000016,
CHAKIRI VOYAGES,Intermediaire organisation des voyages et evenementiel,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,Residence safae 51 bd rahal el meskini 3ème etage n°13 - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
COLOMBRITA CONSTRUCTION MAROC,Entrepreneur de travaux divers de constructions,Construction,100 000  DHS,100 000  DHS,En activité,1.0,,,207 bd zertouni imm le sphinx 3 em étage - Casablanca,Casablanca,Casablanca-Settat,33.58818,-7.63334,
BACHL.PARTNER BOUTRAGER,"- la réalisation de toutes opérations foncières, de tous projets de promotion immobilières pour tous usages de lotissement et de construction - l'importation et l'exportation, l'achat, la vente de tous matériels, produits et objets de toutes natures et de toute provenance ainsi que le négoce national et international. et plus généralement toutes opérations commerciales, industrielles, mobilières, immobilières et financières se rattachant directement ou indirectement en totalité ou en partie à l'un des objets précités ou à tous objets similaires ou connexes susceptibilités de favoriser ou de développer l'activité de la société",Construction,200 000  DHS,200 000  DHS,En activité,0.0,,,Hay al farah n°716 - Benslimane (M),Casablanca,10,33.613439,-7.121855,
RAM BOCH,Restaurateur et fast food,Other,300 000  DHS,300 000  DHS,En activité,3.0,,,Immeuble boukili rue kénitra 5/5 - Mohammedia (M),Casablanca,Casablanca-Settat,33.697225,-7.388395,
LE CHAMP DE COMMUNICATION,Exploitation de teleboutique,Information Technology,60 000  DHS,60 000  DHS,En activité,0.0,,,6eme tranche bd lagouira n228 20452 mediouna - Casablanca,Casablanca,10,33.455998,-7.521093,
ORTHOMED,La representation l'achat et la vente la commercialisation l'importation la distribution de tous produits et materiel notamment dans le domaine medical paramedical l parapharmaceutique et chimique,Commerce,100 000  DHS,100 000  DHS,En activité,0.0,,,"11 bis, rue ain sidi ali bourgogne - Casablanca",Casablanca,9,33.596255,-7.64005,
ELYCO (ELYCO),Fiduciaire,Other,10 000  DHS,10 000  DHS,En activité,0.0,,,97bis bd mohamed v - Casablanca,Casablanca,10,33.593485,-7.603666,
FACTOBAT,Travaux divers tous corps d'etat,Construction,10 000  DHS,10 000  DHS,En activité,0.0,,,"273, cité chabab « c » el alia - Mohammedia (M)",Casablanca,10,33.702852,-7.372212,
DIVSER,Presentation de services,Professional Services,200 000  DHS,200 000  DHS,Radiation,2.0,,,4-6 rue melouia - Casablanca,Casablanca,10,33.58694440000001,-7.611111100000016,
ATLAS CAP VERT,"- import, export et negoce",Other,10 000  DHS,10 000  DHS,En activité,0.0,,,"144, rue mohamed smiha, residence jawharate mohamed smiha, 6eme etage, n° 35, - Casablanca",Casablanca,10,33.590177,-7.608408,
AL GHANIM TRANSPORT,"Toutes opérations de transport routier de matériaux de construction, de marchandises et toutes activités de manutention, de conditionnement et de consignation, de marchandises, de construction et de matières diverses. - toutes opérations d'achat de vente de sables et de gravettes. - toutes constructions de magasins de stockage et la location de tous engins. - la représentation de toutes agences nationales ou internationales de transport routier de marchandises. - et toutes opérations se rattachant directement ou indirectement en tout ou en partie, à l'autre des opérations visées ci-dessus de manière à faciliter, favoriser ou développer l'activité de la société, ainsi que toutes participations directes ou indirectes sous quelque forme que ce soit dans des entreprises poursuivant ces buts similaires ou connexes",Transport,100 000  DHS,100 000  DHS,Dissolution,3.0,,,"13, rue amyot 4ème étage quartier des hôpitaux - Casablanca",Casablanca,Casablanca-Settat,33.573998,-7.616679,
ALFO CONSULTING,Conseil de gestion etude et formation,Professional Services,100 000  DHS,100 000  DHS,En activité,0.0,,,Ang av lalla yacout et rue el araar res galis imm 9 etg 4 apt 17 - Casablanca,Casablanca,9,33.58694440000001,-7.611111100000016,
MAROCCO ANGLAISE (STE IMMOBILIERE),Promotion immobiliere,Real Estate,100 000  DHS,100 000  DHS,En activité,3.0,,,Q. hank lot khadihass v angle sultane abdelhamid rue 12 metr - Casablanca,Casablanca,10,33.608059,-7.653017,
LYDOTEX,Md effectuant import-export,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,12 rue taourirt mag n 2 quartier campturpin - Casablanca,Casablanca,10,33.59728,-7.63233,
NOVA SCOTIA,Import-export,Other,3 000 000  DHS,3 000 000  DHS,En activité,0.0,,,"9, rue mustapha manfalouti hay gauthier - Casablanca",Casablanca,9,33.587807,-7.629748,
WIN CAPITAL,Conseil de gestion.,Professional Services,100 000  DHS,100 000  DHS,En activité,0.0,,,"56 boulevard moulay youssef 3eme etage appt 14, c/o centre d'affaires jarmouni - Casablanca",Casablanca,9,33.58694440000001,-7.611111100000016,
GAB EUROMARCHE,Import export,Other,100 000  DHS,100 000  DHS,En activité,3.0,,,"Groupe f r. d. c n° 105, rue 179, el oulfa prefecture hay hassani - Hay-Hassani (AR)",Casablanca,10,33.5564236661,-7.67990817114,
BLISAMO FUSION,"Mobilier de bureau. - conseil et formation. - ameublement et électroménager. - import, export. - transport.",Transport,40 000  DHS,40 000  DHS,En activité,3.0,,,Uv 5 b6 sunset beach - El Mansouria,Casablanca,Casablanca-Settat,33.740071,-7.291221,
5C CONSULTING,Conseil de gestion,Professional Services,100 000  DHS,100 000  DHS,En activité,0.0,,,61 av lalla yacout et mustapha el maani etg 2 n 62 - Casablanca,Casablanca,9,33.58694440000001,-7.611111100000016,
ARIES CAPITAL,Le conseil financier et strategique,Professional Services,100 000  DHS,100 000  DHS,En activité,0.0,,,Bd bourgogne res rayan 3 imm 102 etg 1 bur 2 anfa - Anfa (AR),Casablanca,9,33.58694440000001,-7.611111100000016,
TEAMSKY,"Industrie textile sous toutes ses formes, filature, tricotage, impression, teinture, tissage et delavage...",Manufacturing,100 000  DHS,100 000  DHS,Dissolution,0.0,,,460 bd de la grande ceinture 3éme etage hay mohammadi - Hay Mohammadi (AR),Casablanca,9,33.58694440000001,-7.611111100000016,
KADY PROD,Communication visuelle,Other,25 000  DHS,25 000  DHS,En activité,0.0,,,14 rue mortada palmier - Casablanca,Casablanca,10,33.577711,-7.629467,
NOUVELLE DE CONSTRUCTION ET DE GENIE CIVIL (ESE ) (ENACI),Tous travaux de constructions de terrassements et de genie civil d'une facon generale,Construction,20 000  DHS,20 000  DHS,En activité,0.0,,,28 rue de la garonne - Casablanca,Casablanca,9,33.581675,-7.594165,
FINIBROD MAYAKEM ET CIE,La confection et la broderie,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,7-9 et 11 rue 316 hay my abdellah - Casablanca,Casablanca,9,33.5357220535,-7.59348398049,
DREAM IMPEX,Md effectuant import-export,Other,100 000  DHS,100 000  DHS,En activité,0.0,,,42 bd omar el khayam - Casablanca,Casablanca,9,33.565162,-7.647218,
OUISELSAT-MINES,- transformation des produits miniers - exploitation et recherche minière,Information Technology,100 000  DHS,100 000  DHS,En activité,0.0,,,"78, rue abou salt andaloussi (ex rue du mont ampignani) maarif - El Maarif (AR)",Casablanca,9,33.58476,-7.63585,
SG2 MAROC,"La fabrication, l'achat, la vente, la location, la distribution",Commerce,4 000 000  DHS,4 000 000  DHS,En activité,3.0,,,Place du 16 novembre n1 - Casablanca,Casablanca,10,33.594712,-7.616882,
FENELAG,Entrepreneur de travaux divers ou de constructions,Construction,100 000  DHS,100 000  DHS,En activité,3.0,,,Ain sebaa place haj ahmed mekouare residence karim ma g 38 - Casablanca,Casablanca,Casablanca-Settat,33.613833,-7.534404,
HIBEN TRANS,Entrepreneur de transport de marchandises,Transport,100 000  DHS,100 000  DHS,En activité,0.0,,,Groupe attakadoum gh2-17 2eme etage sidi bernoussi - Sidi Bernoussi (AR),Casablanca,9,33.58694440000001,-7.611111100000016,
LES GEANTS DU CLIM,Travaux de climatisation et de plâtrerie.,Construction,100 000  DHS,100 000  DHS,En activité,3.0,,,"12 rue sabri boujemaa, 1er étage, appt n° 6. - Casablanca",Casablanca,Casablanca-Settat,33.590902,-7.606367,
ZIZIMODE,Confection marchand effectuant import-export,Other,100 000  DHS,100 000  DHS,Liquidation,0.0,,,Rue 17 n° 6 appt 5 salmia 2 - Casablanca,Casablanca,9,33.5387569043,-7.55280565775,
RYB NEGOCE,Travaux d'ameagements,Construction,100 000  DHS,100 000  DHS,En activité,0.0,,,217 res al fath bd brahim roudani n 3 - Casablanca,Casablanca,9,33.58694440000001,-7.611111100000016,
MOROCCO GLOBAL PARTS ET ACCESSOIRES AUTOMOTIVE,Md importateur -md d'accessoires ou de pieces detachees pour voitures,Information Technology,1 500 000  DHS,1 500 000  DHS,En activité,3.0,,,39 rye 9 esperance 2 ain sebaa - Aîn-Sebaâ (AR),Casablanca,10,33.6187954735,-7.52856726301,
ENGINEERING ETUDES ET CONSEILS TECHNIQUES (ENGECT),"Ingénierie études et conseil en génie - civil, bâtiment et installations industrielles",Construction,10 000  DH,10 000  DH,Radiation,1.0,,,"17, place pasteur, résidence pasteur build 6éme etage bureau n° 5 - Casablanca",El Jadida,Casablanca-Settat,33.58694440000001,-7.611111100000016,
GATEWAY HIGH TECH CORPORATION,"Les activités de conception et d'installation de réseau informatiques en wifi, * la conception de solutions de communication multiforme sous ip, * l'installation de solutions de surveillance sans fil et sans ip, * la conception, l'acquisition et utilisation de tout outils, logiciel pour la gestion des solutions wifi et voip, * 1 : achat, vente de tout matériel ou appareillage technologique lié aux domaines des télécoms, réseau informatique, vidéosurveillance et multimédia, * l'achat, vente et la distribution de tout équipement, matériel, appareille et article de télésurveillance vidéosurveillance et de sécurité, * l'installation de tout matériel, article et appareille de surveillance électronique et de sécurité électronique, * la conception, acquisition, distribution de tous nouveaux, produits hightech en télécommunications et multimédia, * les opérations d'impôt et export liées à ces activités, * l'importation, l'exportation de tous produits informatiques, équipement innovants et technologiques en matières de surveillance et de sécurité ; * la prise, l'exploitation, la cession ou l'octroi de tout brevet, marque, licence d'exploitation ; le tout directement ou indirectement par voie de création de sociétés et groupements nouveau d'apport, de commandite, de souscription, d'achat de titres ou droits sociaux, de fusion d'alliance d'association en participation ou prise de dation en location ou location gérance de tous biens et autres droits, "" et plus généralement toute opération commerciale, financière, industrielle, mobilière ou immobilière pouvant se rattacher directement ou indirectement à l'objet social en contribuant à favoriser son développement",Commerce,10 000  DH,10 000  DH,En activité,1.0,,,"249 bd emile zola, 7ème étage - Casablanca",Casablanca,Casablanca-Settat,33.59508,-7.5948,
BREDA COM,"Le négoce sous toutes ses formes, l'entretien et la répartition d'appareils électriques, informatiques et audiovisuels",Information Technology,100 000  DHS,100 000  DHS,En activité,3.0,,,Jamila 7 boulevard oued eddahab n° 248 cd - Casablanca,El Jadida,Casablanca-Settat,33.54174,-7.57171,
L'UNIVERS DU PARQUET,Import negoce achat vente commercialisation de tous genres de bois et ses derives,Commerce,100 000  DHS,100 000  DHS,En activité,3.0,,,Domicilier chez ste manar conseil sis a bd omar el khayam n° 42 beausejour - Casablanca,Casablanca,10,33.565162,-7.647218,
SANJOSE MAROC,"Travaux la réalisation de toutes sortes de travaux publics et privés, pour son propre compte ou pour des tierces personnes physiques ou morales, publiques ou privées ; installations : la réalisation des études et des projets, l'exécution et maintenance de tout type d'installations, qu'elles soient meubles ou immeubles, publiques ou privées, usage civil ou militaire ; gestion intégrale des constructions : gestion intégrale des édifices et des installations, quel que soit leur usage, prêtant des services de nettoyage, d'hygiène, de jardinage, de maintenance, de réparation d'équipements, des installations, de la réalisation des travaux de reforme et de réhabilitation. immobilier : l'étude et projet, réalisation et exploitation d'investissements immobiliers, l'acquisition, l'aliénation, et la location de toutes sortes de fermes et terrains, leur lotissement et urbanisation, l'achat, la vente, l'échange ou l'aliénation dans le sens le plus large, des terrains, des parcelles, d'édifices et des étages et locaux respectifs. concessions : acquisition de tout type de concessions et réalisation des travaux respectifs telles que leur gestion et leur exploitation à quel que titre que ce soit. environnement : procédure de conservation et d'amélioration de l'environnement, rétablissements écologiques. construction, gestion et exploitation des installations de n'importe quel type d'énergie électrique, calorifique, frigorifique, absorption, cogénération ou de n'importe quel autre genre, telle que éolique, solaire, et en général tous types d'énergie renouvelable et alternative. dessin, investigation, développement, construction, exploitation, maintenance et épuration des eaux, la récupération et l'élimination des résidus, ainsi que la transformation et commercialisation de tout type d'eau. participations dans d'autres sociétés : les activités relatives à l'objet social pourront être réalisées par la société directement ou indirectement, moyennant la prise d'actions ou de participatio",Construction,10 000  DHS,10 000  DHS,Liquidation,3.0,,,"219, bd zerktouni, angle bd brahim roudani, n° 13, maârif - El Maarif (AR)",Settat,Casablanca-Settat,33.57733,-7.63771,
